DATETIME,MARK,LATITUDE_deg,LONGITUDE_deg,TWD_deg,TWS_km_h_1
2024-06-02 19:48:32+00:00,FL1,44.6455975435674,-63.567389415577054,0.0,0.0
2024-06-02 19:48:33+00:00,FL1,44.64559486135839,-63.56739127635956,0.0,0.0
2024-06-02 19:48:34+00:00,FL1,44.64559167623518,-63.56738866120579,0.0,0.0
2024-06-02 19:48:35+00:00,FL1,44.64558812230828,-63.56738131865861,0.0,0.0
2024-06-02 19:48:36+00:00,FL1,44.64558344520628,-63.56737457960844,0.0,0.0
2024-06-02 19:48:37+00:00,FL1,44.64558260701593,-63.56736849434674,0.0,0.0
2024-06-02 19:48:38+00:00,FL1,44.64558466896417,-63.56736494041983,0.0,0.0
2024-06-02 19:48:39+00:00,FL1,44.645587770268314,-63.567368125542984,0.0,0.0
2024-06-02 19:48:40+00:00,FL1,44.64558777026833,-63.5673771779984,0.0,0.0
2024-06-02 19:48:41+00:00,FL1,44.64558612741528,-63.567385124042616,0.0,0.0
2024-06-02 19:48:42+00:00,FL1,44.64558617770674,-63.56739043816923,0.0,0.0
2024-06-02 19:48:43+00:00,FL1,44.64558854140342,-63.567390320822575,0.0,0.0
2024-06-02 19:48:44+00:00,FL1,44.64559249766173,-63.56738705188036,0.0,0.0
2024-06-02 19:48:45+00:00,FL1,44.64559631980956,-63.56738229095938,0.0,0.0
2024-06-02 19:48:46+00:00,FL1,44.6456009298563,-63.567377513274565,0.0,0.0
2024-06-02 19:48:47+00:00,FL1,44.6456073001027,-63.567375082522645,0.0,0.0
2024-06-02 19:48:48+00:00,FL1,44.64561288245024,-63.56737856939437,0.0,0.0
2024-06-02 19:48:49+00:00,FL1,44.645615380257354,-63.56738732010126,0.0,0.0
2024-06-02 19:48:50+00:00,FL1,44.645614994689836,-63.567395852878725,0.0,0.0
2024-06-02 19:48:51+00:00,FL1,44.64561517909168,-63.56740151904525,0.0,0.0
2024-06-02 19:48:52+00:00,FL1,44.645615866407766,-63.56740581057966,0.0,0.0
2024-06-02 19:48:53+00:00,FL1,44.645616654306664,-63.567407604306936,0.0,0.0
2024-06-02 19:48:54+00:00,FL1,44.645616553723826,-63.567408341914394,0.0,0.0
2024-06-02 19:48:55+00:00,FL1,44.645614558830864,-63.567408761009595,0.0,0.0
2024-06-02 19:48:56+00:00,FL1,44.64561239629986,-63.56740820780395,0.0,0.0
2024-06-02 19:48:57+00:00,FL1,44.64561169221999,-63.567407168447986,0.0,0.0
2024-06-02 19:48:58+00:00,FL1,44.64561226218942,-63.56740762107076,0.0,0.0
2024-06-02 19:48:59+00:00,FL1,44.64561320096258,-63.56740912981331,0.0,0.0
2024-06-02 19:49:00+00:00,FL1,44.64561341889202,-63.56741109117864,0.0,0.0
2024-06-02 19:49:01+00:00,FL1,44.64561294950546,-63.56741254962981,0.0,0.0
2024-06-02 19:49:02+00:00,FL1,44.645610786974444,-63.56741196289657,0.0,0.0
2024-06-02 19:49:03+00:00,FL1,44.645608020946376,-63.56740899570286,0.0,0.0
2024-06-02 19:49:04+00:00,FL1,44.64560233801605,-63.567405341193066,0.0,0.0
2024-06-02 19:49:05+00:00,FL1,44.645595582202084,-63.56739907152952,0.0,0.0
2024-06-02 19:49:06+00:00,FL1,44.64558845758438,-63.567392969504,0.0,0.0
2024-06-02 19:49:07+00:00,FL1,44.645581735298016,-63.56738889589906,0.0,0.0
2024-06-02 19:49:08+00:00,FL1,44.64557757787408,-63.56738311238583,0.0,0.0
2024-06-02 19:49:09+00:00,FL1,44.64557417482138,-63.5673792231828,0.0,0.0
2024-06-02 19:49:10+00:00,FL1,44.645573923364275,-63.567377446219304,0.0,0.0
2024-06-02 19:49:11+00:00,FL1,44.645575784146786,-63.56737536750732,0.0,0.0
2024-06-02 19:49:12+00:00,FL1,44.64557957276704,-63.567373624071465,0.0,0.0
2024-06-02 19:49:13+00:00,FL1,44.645584132522345,-63.56737754680216,0.0,0.0
2024-06-02 19:49:14+00:00,FL1,44.64558636210858,-63.56738542579111,0.0,0.0
2024-06-02 19:49:15+00:00,FL1,44.6455855909735,-63.56739472970368,0.0,0.0
2024-06-02 19:49:16+00:00,FL1,44.64558399841187,-63.567399306222796,0.0,0.0
2024-06-02 19:49:17+00:00,FL1,44.64558262377976,-63.5674001611769,0.0,0.0
2024-06-02 19:49:18+00:00,FL1,44.64558250643312,-63.567399725317934,0.0,0.0
2024-06-02 19:49:19+00:00,FL1,44.64558362960817,-63.56739932298658,0.0,0.0
2024-06-02 19:49:20+00:00,FL1,44.64558592624964,-63.567399591207526,0.0,0.0
2024-06-02 19:49:21+00:00,FL1,44.64558773674072,-63.56740131787956,0.0,0.0
2024-06-02 19:49:22+00:00,FL1,44.64558862522246,-63.56740435212853,0.0,0.0
2024-06-02 19:49:23+00:00,FL1,44.64558792114258,-63.56740824133159,0.0,0.0
2024-06-02 19:49:24+00:00,FL1,44.64558810554446,-63.56741117499767,0.0,0.0
2024-06-02 19:49:25+00:00,FL1,44.64558885991575,-63.56741330400108,0.0,0.0
2024-06-02 19:49:26+00:00,FL1,44.64559045247732,-63.567414930090294,0.0,0.0
2024-06-02 19:49:27+00:00,FL1,44.645593319088206,-63.567416321486235,0.0,0.0
2024-06-02 19:49:28+00:00,FL1,44.64559586718676,-63.567416841164246,0.0,0.0
2024-06-02 19:49:29+00:00,FL1,44.64559744298458,-63.56741868518294,0.0,0.0
2024-06-02 19:49:30+00:00,FL1,44.64559856615962,-63.567420596256866,0.0,0.0
2024-06-02 19:49:31+00:00,FL1,44.64560022577645,-63.56742334552113,0.0,0.0
2024-06-02 19:49:32+00:00,FL1,44.6456014662981,-63.56742539070548,0.0,0.0
2024-06-02 19:49:33+00:00,FL1,44.645602103322744,-63.567427067086065,0.0,0.0
2024-06-02 19:49:34+00:00,FL1,44.645602891221635,-63.5674286428839,0.0,0.0
2024-06-02 19:49:35+00:00,FL1,44.645603528246276,-63.567429916933165,0.0,0.0
2024-06-02 19:49:36+00:00,FL1,44.64560503698886,-63.56743135862051,0.0,0.0
2024-06-02 19:49:37+00:00,FL1,44.64560624398293,-63.56743114069104,0.0,0.0
2024-06-02 19:49:38+00:00,FL1,44.64560716599224,-63.56743117421864,0.0,0.0
2024-06-02 19:49:39+00:00,FL1,44.645607350394116,-63.56743114069102,0.0,0.0
2024-06-02 19:49:40+00:00,FL1,44.64560691453514,-63.56743018515408,0.0,0.0
2024-06-02 19:49:41+00:00,FL1,44.645605472847805,-63.56742959842084,0.0,0.0
2024-06-02 19:49:42+00:00,FL1,44.6456033270806,-63.56742822378874,0.0,0.0
2024-06-02 19:49:43+00:00,FL1,44.64559992402794,-63.567426497116664,0.0,0.0
2024-06-02 19:49:44+00:00,FL1,44.64559569954872,-63.567425122484586,0.0,0.0
2024-06-02 19:49:45+00:00,FL1,44.64559067040682,-63.567422758787885,0.0,0.0
2024-06-02 19:49:46+00:00,FL1,44.6455878205597,-63.5674218367785,0.0,0.0
2024-06-02 19:49:53+00:00,FL1,44.645590879954376,-63.56742940144613,0.0,0.0
2024-06-02 19:49:54+00:00,FL1,44.64559045247736,-63.56742780469358,0.0,0.0
2024-06-02 19:49:55+00:00,FL1,44.6455907039344,-63.56742658093574,0.0,0.0
2024-06-02 19:49:56+00:00,FL1,44.64559132419526,-63.567427184432745,0.0,0.0
2024-06-02 19:49:57+00:00,FL1,44.6455914247781,-63.56742876023056,0.0,0.0
2024-06-02 19:49:58+00:00,FL1,44.64559132419525,-63.56743067130445,0.0,0.0
2024-06-02 19:49:59+00:00,FL1,44.64559050276877,-63.5674305036664,0.0,0.0
2024-06-02 19:50:00+00:00,FL1,44.64558968134224,-63.56742949783804,0.0,0.0
2024-06-02 19:50:01+00:00,FL1,44.64558904431761,-63.56742872670294,0.0,0.0
2024-06-02 19:50:02+00:00,FL1,44.64558783732356,-63.5674279052764,0.0,0.0
2024-06-02 19:50:03+00:00,FL1,44.6455871164799,-63.56742691621182,0.0,0.0
2024-06-02 19:50:04+00:00,FL1,44.64558755233884,-63.5674252063036,0.0,0.0
2024-06-02 19:50:05+00:00,FL1,44.64558922871949,-63.56742334552113,0.0,0.0
2024-06-02 19:50:06+00:00,FL1,44.64559098891912,-63.56742168590428,0.0,0.0
2024-06-02 19:50:07+00:00,FL1,44.6455922797322,-63.5674202274531,0.0,0.0
2024-06-02 19:50:08+00:00,FL1,44.64559279941022,-63.56741943955419,0.0,0.0
2024-06-02 19:50:09+00:00,FL1,44.64559284970164,-63.56741928867996,0.0,0.0
2024-06-02 19:50:10+00:00,FL1,44.645591692999,-63.56741848401724,0.0,0.0
2024-06-02 19:50:11+00:00,FL1,44.645588139072075,-63.56741523183882,0.0,0.0
2024-06-02 19:50:12+00:00,FL1,44.64558379724622,-63.5674102026969,0.0,0.0
2024-06-02 19:50:13+00:00,FL1,44.645579790696495,-63.567405877634904,0.0,0.0
2024-06-02 19:50:14+00:00,FL1,44.645577393472195,-63.56740374863149,0.0,0.0
2024-06-02 19:50:15+00:00,FL1,44.6455771755427,-63.567404653877006,0.0,0.0
2024-06-02 19:50:16+00:00,FL1,44.645577963441625,-63.56740845926106,0.0,0.0
2024-06-02 19:50:17+00:00,FL1,44.64557920396326,-63.56741286814215,0.0,0.0
2024-06-02 19:50:18+00:00,FL1,44.6455806288868,-63.56741707585752,0.0,0.0
2024-06-02 19:50:19+00:00,FL1,44.64558178558947,-63.56742016039787,0.0,0.0
2024-06-02 19:50:20+00:00,FL1,44.64558287523686,-63.56742254085842,0.0,0.0
2024-06-02 19:50:21+00:00,FL1,44.645584484562285,-63.56742394901812,0.0,0.0
2024-06-02 19:50:22+00:00,FL1,44.64558644592764,-63.567425625398755,0.0,0.0
2024-06-02 19:50:23+00:00,FL1,44.645586697384736,-63.56742632947862,0.0,0.0
2024-06-02 19:50:24+00:00,FL1,44.645586244761965,-63.56742678210141,0.0,0.0
2024-06-02 19:50:25+00:00,FL1,44.6455850545317,-63.567427251487985,0.0,0.0
2024-06-02 19:50:26+00:00,FL1,44.64558458514512,-63.56742775440214,0.0,0.0
2024-06-02 19:50:27+00:00,FL1,44.64558453485371,-63.56742767058313,0.0,0.0
2024-06-02 19:50:28+00:00,FL1,44.64558357931674,-63.56742803938688,0.0,0.0
2024-06-02 19:50:29+00:00,FL1,44.645582556724534,-63.56742735207079,0.0,0.0
2024-06-02 19:50:30+00:00,FL1,44.64558196999132,-63.5674265306443,0.0,0.0
2024-06-02 19:50:31+00:00,FL1,44.645581182092414,-63.567425776273026,0.0,0.0
2024-06-02 19:50:32+00:00,FL1,44.6455803271383,-63.5674254745245,0.0,0.0
2024-06-02 19:50:33+00:00,FL1,44.645580394193544,-63.56742626242338,0.0,0.0
2024-06-02 19:50:34+00:00,FL1,44.64557992480694,-63.56742889434099,0.0,0.0
2024-06-02 19:50:35+00:00,FL1,44.645579623058424,-63.56743117421863,0.0,0.0
2024-06-02 19:50:36+00:00,FL1,44.64557848311962,-63.567430352792144,0.0,0.0
2024-06-02 19:50:37+00:00,FL1,44.64557720907034,-63.56742723472414,0.0,0.0
2024-06-02 19:50:38+00:00,FL1,44.645575968548634,-63.56742428429428,0.0,0.0
2024-06-02 19:50:39+00:00,FL1,44.645575851202,-63.56742198765278,0.0,0.0
2024-06-02 19:50:40+00:00,FL1,44.645576639100895,-63.5674206800759,0.0,0.0
2024-06-02 19:50:41+00:00,FL1,44.64557675644757,-63.567421048879645,0.0,0.0
2024-06-02 19:50:42+00:00,FL1,44.64557575061919,-63.56742460280657,0.0,0.0
2024-06-02 19:50:43+00:00,FL1,44.64557405747472,-63.56742684915662,0.0,0.0
2024-06-02 19:50:44+00:00,FL1,44.64557326957585,-63.56742616184054,0.0,0.0
2024-06-02 19:50:45+00:00,FL1,44.6455734372139,-63.56742265820505,0.0,0.0
2024-06-02 19:50:46+00:00,FL1,44.64557469449941,-63.56741821579634,0.0,0.0
2024-06-02 19:50:47+00:00,FL1,44.64557829871776,-63.56741332076492,0.0,0.0
2024-06-02 19:50:48+00:00,FL1,44.6455822214484,-63.5674124993384,0.0,0.0
