DATETIME,TEAM,BOAT,ANGLE_CA1_deg,ANGLE_CA2_deg,ANGLE_CA3_deg,ANGLE_CA4_deg,ANGLE_CA5_deg,ANGLE_CA6_deg,ANGLE_DB_CANT_P_deg,ANGLE_DB_CANT_S_deg,ANGLE_DB_RAKE_P_deg,ANGLE_DB_RAKE_S_deg,ANGLE_RUDDER_deg,ANGLE_RUD_RAKE_P_deg,ANGLE_RUD_RAKE_S_deg,ANGLE_WING_ROT_deg,ANGLE_WING_TWIST_deg,AWA_SGP_deg,AWS_SGP_km_h_1,BOAT_SPEED_km_h_1,BROADCAST_MODE_unk,CURRENT_DIRECTION_deg,CURRENT_MAGNITUDE_km_h_1,DISTANCE_RACE_LEG_m,DISTANCE_RACE_m,GPS_COG_deg,GPS_SOG_km_h_1,HEADING_deg,HEEL_deg,LATITUDE_GPS_unk,LEEWAY_deg,LENGTH_DB_H_P_mm,LENGTH_DB_H_S_mm,LENGTH_RH_BOW_mm,LENGTH_RH_P_mm,LENGTH_RH_S_mm,LONGITUDE_GPS_unk,PC_BEACON_NUMBER_unk,PC_DTB_m,PC_DTL_m,PC_DTO_m,PC_TTS_s,PER_JIB_LEAD_pct,PER_JIB_SHEET_pct,PITCH_deg,RATE_PITCH_deg_s_1,RATE_ROLL_deg_s_1,RATE_YAW_deg_s_1,TIME_RACE_LEG_s,TIME_RACE_s,TRK_BOAT_RACE_STATUS_unk,TRK_LEG_NUM_TOT_unk,TRK_LEG_NUM_unk,TRK_PENALTY_COUNT_unk,TRK_PENALTY_DISTANCE_m,TRK_RACE_NUM_unk,TRK_RACE_RANK_unk,TWA_SGP_deg,TWD_SGP_deg,TWS_SGP_km_h_1,VMG_km_h_1
2026-05-10 17:25:00+00:00,BRA,BRA,-2.70000003244566,-2.49999992727323,0.0,-2.33000001930356,-2.14999990330403,-1.95000001157501,2.693205381603675,4.200793229904335,4.99431090460939,4.20208033636474,-7.599860989466685,3.3195229922902456,3.307508262653368,-2.693148627000542,0.750000020870651,-0.547794978555708,21.24949493408205,2.01086488723755,1.0,110.999999673762,0.0,10199.87109375,10199.87109375,29.4010854521697,-1.98504109382629,221.4073902785282,0.3397999955535156,32.2741016,1.00000009897534,1028.8717985153198,1022.900485992432,75.60561951249838,-40.59145860373974,-19.24220137298108,-64.848172,99.0,218.009353637695,38.1699447631836,37.4523086547852,-838.865051269531,64.042991399765,83.0014646053314,0.15959999380112067,0.70998642483519,-0.178113991276743,-0.8149999429939008,0.0,0.0,0.0,6.0,0.0,0.0,0.0,26051005.0,0.0,-0.7485974521967598,216.6012675633835,19.228296375274653,1.9638239192962659
2026-05-10 17:25:01+00:00,BRA,BRA,-2.70000003244566,-2.49999992727323,0.0,-2.32000002471711,-2.13999990871758,-1.920000027815658,2.693205381603675,4.19917767672221,4.994671367842836,4.202440458088728,-5.379689216733825,3.3197925713190477,3.307237146832,-2.130099336072238,0.7600000154571023,-0.12587149515122226,21.46491622924805,2.3746335411071784,1.0,110.999999673762,0.0,10199.87109375,10199.87109375,23.7124701943708,-2.2782910823822,220.379801978278,-0.056599998734462385,32.274107,1.00000009897534,1028.8536787033102,1022.9092359542859,13.172858394682333,-17.678424902260314,-26.659357594326128,-64.8481688,99.0,218.226303100586,38.1699447631836,37.4523086547852,-839.865051269531,64.4663095474243,82.1084499359131,0.1931999951816889,0.165879521647664,-0.43300171006281,-1.311999981299033,0.0,0.0,0.0,6.0,0.0,0.0,0.0,26051005.0,0.0,-0.280961464350573,216.721021270102,19.063878250122052,2.3021833848953244
2026-05-10 17:25:02+00:00,BRA,BRA,-2.70000003244566,-2.49999992727323,0.0,-2.30000003554421,-2.10999992495823,-1.90000003864276,2.693205381603675,4.199324525789365,4.994671367842836,4.20172038539548,-2.93623920036348,3.3203319428200677,3.307508262653368,-1.825686449222936,0.7899999992164558,-0.0887042703956039,21.4940368652344,2.58689386367798,1.0,110.999999673762,0.0,10199.87109375,10199.87109375,26.0220901244742,-2.57041668891907,219.20040042938382,0.14719999880637374,32.2741132,1.00000009897534,1028.871798515318,1022.900509834288,96.15556225180623,-22.72057682275771,-7.614744454622281,-64.848165,99.0,218.394348144531,38.1699447631836,37.4523086547852,-840.763000488281,65.1505768299103,81.3541769981384,0.05619999977809764,-1.01626053823332,0.416944122087095,-0.9749999630988226,0.0,0.0,0.0,6.0,0.0,0.0,0.0,26051005.0,0.0,-0.2358830295814954,216.80628252151098,18.9046262741089,2.513673033714296
2026-05-10 17:25:03+00:00,BRA,BRA,-2.70000003244566,-2.509999921859682,0.0,-2.3100000301306602,-2.1800000151294316,-1.979999995334366,2.692616491231175,4.199177676722215,4.994671367842836,4.20172038539548,-1.785175380628145,3.320062235725218,3.307508262653368,-3.7406645164183194,0.7200000050947862,-0.4291300733606835,21.5394155502319,2.7779403162002536,1.0,110.999999673762,0.0,10199.87109375,10199.87109375,31.0547562124999,-2.78295793533325,218.0487922862606,0.2973999927870321,32.2741194,1.00000009897534,1029.16181087494,1022.8917837142941,24.89967718720433,-43.76259017735721,-2.54800333641469,-64.8481606,99.0,218.595184326172,38.1699447631836,37.4523086547852,-841.763000488281,63.9424741268158,83.0210089683533,-0.17179998031304078,0.952257717007185,-0.0247087112480436,-1.239599954752554,0.0,0.0,0.0,6.0,0.0,0.0,0.0,26051005.0,0.0,-0.6091635639056544,216.8507265624405,18.756419849395748,2.723099226951598
2026-05-10 17:25:04+00:00,BRA,BRA,-2.70000003244566,-2.509999921859684,0.0,-2.3100000301306602,-2.14999990330403,-1.95000001157501,2.69276430079368,4.20035268270287,4.994310819232024,4.202800579812715,-2.709809251310855,3.320062235725218,3.307237146832,-3.049059795498244,0.750000020870651,-1.5798899363377399,21.6199496269226,2.994201207160948,1.0,110.999999673762,0.0,10199.87109375,10199.87109375,27.2615765059874,-2.87069664001465,217.0489973917808,0.16139999810940625,32.274126,1.00000009897534,1029.3249845504802,1022.909212112428,36.49063799530271,1.418217085301889,-49.05267050489779,-64.848156,99.0,218.532165527344,38.1699447631836,37.4523086547852,-842.865051269531,64.1377031803131,82.4484586715698,0.2611999955220498,-0.171690531867677,0.239676140452508,-0.7663999774145985,0.0,0.0,0.0,6.0,0.0,0.0,0.0,26051005.0,0.0,-1.9201863852582939,216.8307619194965,18.610245895385752,2.83665756225586
2026-05-10 17:25:05+00:00,BRA,BRA,-2.70000003244566,-2.5399999056190383,0.0,-2.32000002471711,-2.2000000896797,-1.9600000061614622,2.69217498353436,4.2002058336357155,4.994671367842836,4.2017204707728455,-3.16214365173683,3.3203318574427043,3.3077793784747365,-4.626437172044598,0.7300000103534078,-2.838979654460025,21.81182670593265,3.3355789518356302,1.0,110.999999673762,0.0,10199.87109375,10199.87109375,29.0602112012619,-3.34955914020538,216.60460069569882,0.29239999282576423,32.2741335,1.00000009897534,1029.406547546388,1022.9179382324221,81.20519369840629,-38.96819800138472,-7.1806848049164005,-64.8481511,99.0,218.829162597656,38.1699447631836,37.4523086547852,-843.865051269531,65.1061177253723,81.54177069664,0.16899999895766832,-0.0909754116812856,-0.00929137096444815,-0.15299999718062984,0.0,0.0,0.0,6.0,0.0,0.0,0.0,26051005.0,0.0,-3.4661768867899836,216.7408356488835,18.47946310043335,3.105515027046202
2026-05-10 17:25:06+00:00,BRA,BRA,-2.70000003244566,-2.54999990020549,0.0,-2.33000001930356,-2.190000052404566,-1.94000001698856,2.69217487681265,4.199618223923681,4.99431090460939,4.20172038539548,-2.2201738004452753,3.32087118625504,3.307237146832,-4.17821019125338,0.7600000154571023,-3.8434631322952404,21.6062304496765,3.348407506942748,1.0,110.999999673762,0.0,10199.87109375,10199.87109375,30.8727043503623,-3.30986974239349,216.1601958033898,0.03800000057275203,32.2741411,1.00000009897534,1029.723739624024,1022.91793823242,47.034015879034996,-44.524306245148196,-77.21260804682962,-64.8481457,99.0,218.882232666016,38.1699447631836,37.4523086547852,-844.865051269531,65.3438746929169,81.3404977321625,-0.2633999967856682,-0.317870920835164,-0.533870477334087,-0.7651999772104505,0.0,0.0,0.0,6.0,0.0,0.0,0.0,26051005.0,0.0,-4.669982872343288,216.602435525732,18.267237281799297,3.2730048608779905
2026-05-10 17:25:07+00:00,BRA,BRA,-2.70000003244566,-2.54999990020549,0.0,-2.32000002471711,-2.14999990330403,-1.8600000389526141,2.69188021818299,4.200205620192305,4.995031916453648,4.202440458088728,-1.2734746834837152,3.3211408933498903,3.307237146832,-3.2951078407717977,0.8399999934930523,-4.30777128122307,21.8533850669861,3.604358224868774,1.0,110.999999673762,0.0,10199.87109375,10199.87109375,29.0477939173508,-3.65207262039185,215.70919841249378,0.10059999632588927,32.2741492,1.00000009897534,1029.9050092697162,1022.909212112428,5.365856923162921,8.419731259346023,10.802764166146508,-64.8481402,99.0,218.946884155273,38.1699447631836,37.4523086547852,-845.865051269531,65.1196479797363,81.2877357006073,0.06799999800582365,0.798091596260123,0.326847016704177,-0.1037999964811936,0.0,0.0,0.0,6.0,0.0,0.0,0.0,26051005.0,0.0,-5.341867641846432,216.4170505312795,18.2661395072937,3.5953286218643186
2026-05-10 17:25:08+00:00,BRA,BRA,-2.70000003244566,-2.54999990020549,0.0,-2.33000001930356,-2.14999990330403,-1.8800000494698559,2.69246953544231,4.19947137485652,4.994310819232024,4.2013604344262205,-0.92568590657788,3.32060147916019,3.307508262653368,-3.134890556618244,0.8000000044750774,-3.47174588152975,22.244060611724848,3.775580792427062,1.0,110.999999673762,0.0,10199.87109375,10199.87109375,31.4855294132634,-3.66124448776245,215.5886018604324,-0.0872000024394565,32.2741574,1.00000009897534,1029.8868656158459,1023.0661630630478,99.07804956310419,-57.52888428978613,-39.21463713049888,-64.8481342,99.0,218.983917236328,38.1699447631836,37.4523086547852,-846.865051269531,64.8103773593903,81.3795804977417,0.12719999896130116,-0.39956190429922,-0.381169085318449,-0.18039998889088021,0.0,0.0,0.0,6.0,0.0,0.0,0.0,26051005.0,0.0,-4.41797663961332,216.2418083677445,18.4676905632019,3.7688184070587183
2026-05-10 17:25:09+00:00,BRA,BRA,-2.70000003244566,-2.54999990020549,0.0,-2.32000002471711,-2.089999935785326,-1.810000044676014,2.69246910855549,4.200205620192305,4.994310819232024,4.202080507119469,-0.8994178528036589,3.3211408933498903,3.3077793784747365,-0.654955884177088,0.8700000092689171,-2.522151084525225,22.50769300460815,3.9083972167968737,1.0,110.999999673762,0.0,10199.87109375,10199.87109375,32.5683705288043,-3.92346754074097,215.4325976077136,-0.5049999880839569,32.274166,1.00000009897534,1030.004715919494,1023.3365535736081,23.061433993279884,-46.464770659804344,-13.384482543915501,-64.8481277,99.0,218.501663208008,38.1699447631836,37.4523086547852,-847.763000488281,63.971471786499,83.245724439621,0.02599999953179032,-0.0990806717713355,-0.761119141952609,-0.16599999444523478,0.0,0.0,0.0,6.0,0.0,0.0,0.0,26051005.0,0.0,-3.328434681609818,216.0969537158265,18.61383533477785,3.879895677566526
