DATETIME,TEAM,BOAT,ANGLE_CA1_deg,ANGLE_CA2_deg,ANGLE_CA3_deg,ANGLE_CA4_deg,ANGLE_CA5_deg,ANGLE_CA6_deg,ANGLE_DB_CANT_P_deg,ANGLE_DB_CANT_S_deg,ANGLE_DB_RAKE_P_deg,ANGLE_DB_RAKE_S_deg,ANGLE_RUDDER_deg,ANGLE_RUD_RAKE_P_deg,ANGLE_RUD_RAKE_S_deg,ANGLE_WING_ROT_deg,ANGLE_WING_TWIST_deg,AWA_SGP_deg,AWS_SGP_km_h_1,BOAT_SPEED_km_h_1,BROADCAST_MODE_unk,CURRENT_DIRECTION_deg,CURRENT_MAGNITUDE_km_h_1,DISTANCE_RACE_LEG_m,DISTANCE_RACE_m,GPS_COG_deg,GPS_SOG_km_h_1,HEADING_deg,HEEL_deg,LATITUDE_GPS_unk,LEEWAY_deg,LENGTH_DB_H_P_mm,LENGTH_DB_H_S_mm,LENGTH_RH_BOW_mm,LENGTH_RH_P_mm,LENGTH_RH_S_mm,LONGITUDE_GPS_unk,PC_BEACON_NUMBER_unk,PC_DTB_m,PC_DTL_m,PC_DTO_m,PC_TTS_s,PER_JIB_LEAD_pct,PER_JIB_SHEET_pct,PITCH_deg,RATE_PITCH_deg_s_1,RATE_ROLL_deg_s_1,RATE_YAW_deg_s_1,TIME_RACE_LEG_s,TIME_RACE_s,TRK_BOAT_RACE_STATUS_unk,TRK_LEG_NUM_TOT_unk,TRK_LEG_NUM_unk,TRK_PENALTY_COUNT_unk,TRK_PENALTY_DISTANCE_m,TRK_RACE_NUM_unk,TRK_RACE_RANK_unk,TWA_SGP_deg,TWD_SGP_deg,TWS_SGP_km_h_1,VMG_km_h_1
2026-05-10 17:25:00+00:00,CAN,CAN,2.30000003554421,2.54999994289417,0.0,2.54999990020549,2.5399999909964004,2.5700000174444324,4.511346776982595,6.07161235253527,-0.4807335052377505,3.3731164984995714,-1.5918416801578816,3.243137870528179,3.22636514573811,7.4117797778393335,0.2899999977535536,159.658847887012,10.8252183437347,7.353159713745117,1.0,110.999999673762,0.0,9574.42578125,9574.42578125,56.7317083404768,7.36242427825928,59.42340119803314,-0.5164000167037872,32.2761775,1.00000020569704,1893.1285381317139,1906.6977024078358,175.01011490821818,-49.55793656408788,-14.654304599389423,-64.8516228,5.0,283.220855712891,31.5192909240723,41.3847885131836,-838.533020019531,100.0,68.8440442085266,0.18319999959472186,-0.355104469795872,0.434677107441446,0.008399996092949303,239.705429077148,0.0,0.0,6.0,0.0,0.0,0.0,26051005.0,0.0,168.1318874316718,219.83271202198648,17.88510360717775,-7.223241920471191
2026-05-10 17:25:01+00:00,CAN,CAN,2.30000003554421,2.620000075754052,0.0,2.579999969342206,2.650000059513406,2.580000012030884,4.51061253164682,6.072488751183145,-0.48001281355860836,3.3756328682558516,0.60468774627863,3.243137870528179,3.2269121585132616,7.275595026544662,0.28000000316710255,159.48745795016902,11.049795627594001,7.12392448425293,1.0,110.999999673762,0.0,9574.42578125,9574.42578125,58.0338975661181,7.21124725341797,59.90959865183568,-0.51639997935119,32.2761867,1.00000020569704,1893.0469751358019,1906.6432237625158,105.0598427653312,-78.2726138830185,-0.37090778350829223,-64.8516048,5.0,284.214263916016,31.5192909240723,41.3847885131836,-839.533020019531,100.0,68.8793122768402,0.2652000050960179,0.172375645198154,-0.146566388037086,0.31739998062591285,239.705429077148,0.0,0.0,6.0,0.0,0.0,0.0,26051005.0,0.0,167.79452799611119,220.07458951106452,17.89815073013305,-6.962878818511965
2026-05-10 17:25:02+00:00,CAN,CAN,2.30000003554421,2.5599999801693016,0.0,2.499999969961916,2.45999994892743,2.5599999801693,4.511346776982595,6.07248896462656,-0.47965251040771956,3.386776535330138,4.91789436397715,3.243679717972772,3.22636514573811,7.4617523446375476,0.28000000316710244,158.450027347325,11.215717077255249,6.995078630447385,1.0,110.999999673762,0.0,9574.42578125,9574.42578125,57.7300497707009,7.10663509368896,59.23619937326142,-0.8448000049818137,32.2761956,1.00000020569704,1893.16475391388,1906.6341400146498,128.54519188404075,-50.91953091323374,-1.8702242057770604,-64.8515872,5.0,285.110290527344,31.5192909240723,41.3847885131836,-840.533020019531,100.0,68.883228302002,0.2957999942935302,0.373783649793682,-0.274448526795337,-1.2375999899862093,239.705429077148,0.0,0.0,6.0,0.0,0.0,0.0,26051005.0,0.0,167.06400647947,220.3005936405115,17.915043926239,-6.778589344024658
2026-05-10 17:25:03+00:00,CAN,CAN,2.30000003554421,2.590000006617338,0.0,2.45999994892743,2.60999999579024,2.539999990996398,4.512521782963245,6.0721969740395405,-0.4810938083886393,3.3860578713634077,1.72738264210058,3.243408815594816,3.225544626575382,7.43428678794709,0.2500000033994936,156.7715151889835,11.2602250099182,7.019295587539671,1.0,110.999999673762,0.0,9574.42578125,9574.42578125,57.5281971901595,6.87925457954407,58.445200629633575,-0.6984000120922974,32.2762045,1.00000020569704,1893.019747734068,1906.6522836685199,83.94466713070874,-61.8841916322708,-4.547881416510795,-64.8515699,5.0,286.111755371094,31.5192909240723,41.3847885131836,-841.533020019531,100.0,68.8655972480774,-0.203200000773816,-1.09964957075806,0.204454442388125,-0.4137999885769822,239.705429077148,0.0,0.0,6.0,0.0,0.0,0.0,26051005.0,0.0,165.65171187233258,220.468841690336,17.84796810150145,-6.782806720733641
2026-05-10 17:25:04+00:00,CAN,CAN,2.30000003554421,2.5900000066173376,0.0,2.5199999164461344,2.500000012650596,2.5499999855828497,4.511934173251214,6.071904129678875,-0.48073359061511517,3.382822666885668,1.507257437899555,3.242866968150222,3.226091639350534,7.3770661951563925,0.2600000086581151,155.201944547904,11.03137078285215,7.149246082305908,1.0,110.999999673762,0.0,9574.42578125,9574.42578125,56.2070951707065,7.14741024971008,58.098599948125596,-0.4773999780524728,32.2762139,1.00000020569704,1893.028783798216,1906.652331352234,121.66818827390675,-60.36745756864548,-17.6793148741126,-64.8515525,5.0,287.0693359375,31.5192909240723,41.3847885131836,-842.533020019531,100.0,68.8734352588654,-0.05819999956250158,0.593298672641898,0.0613238462768612,-0.2639999788784545,239.705429077148,0.0,0.0,6.0,0.0,0.0,0.0,26051005.0,0.0,165.50911391491678,220.56631531998102,17.7333583831787,-6.783643569946285
2026-05-10 17:25:05+00:00,CAN,CAN,2.290000040957758,2.569999974755754,0.0,2.60000008658115,2.5299999964099498,2.5200000018234983,4.511053078848279,6.073219367980926,-0.48073359061511517,3.3835415442958117,1.50200267455029,3.243679717972772,3.225818132962958,7.528127952237002,0.2499999980634083,155.940124072642,10.9603115558624,7.13746573448181,1.0,110.999999673762,0.0,9574.42578125,9574.42578125,56.3821221832826,7.21398696899414,57.86959873167128,-0.5659999806745178,32.2762234,1.00000020569704,1893.083190917968,1906.715846061706,171.4132457971574,-17.606718570459627,-31.73138424754142,-64.8515349,5.0,287.91845703125,31.5192909240723,41.3847885131836,-843.533020019531,100.0,68.8793122768402,0.34839997611690743,0.572210890466307,0.0577581273443575,-0.2931999747302377,239.705429077148,0.0,0.0,6.0,0.0,0.0,0.0,26051005.0,0.0,165.826365273561,220.665578459189,17.719374847412098,-6.886475429534914
2026-05-10 17:25:06+00:00,CAN,CAN,2.30000003554421,2.559999980169302,0.0,2.610000081167602,2.609999995790238,2.5699999747557536,4.51266841858699,6.0730733726874195,-0.48001281355860836,3.3741946865487398,1.53562545467844,3.2436796752840906,3.225544626575382,7.473959429476923,0.2899999977535537,156.0088426058815,11.2773825645447,6.834387788772583,1.0,110.999999673762,0.0,9574.42578125,9574.42578125,56.0217238366323,6.96015086174011,57.60479776170119,-0.7169999832400759,32.2762327,1.00000020569704,1893.2282686233539,1906.7612648010218,120.8200976252554,-60.88733896613121,-13.694187041255635,-64.8515178,5.0,288.951843261719,31.5192909240723,41.3847885131836,-844.533020019531,100.0,68.8460052013397,0.18939999309003128,-0.764394164298777,-0.447553027883125,-0.18779999192848656,239.705429077148,0.0,0.0,6.0,0.0,0.0,0.0,26051005.0,0.0,165.2431299561822,220.7553476354505,17.7561395645142,-6.6113738250732395
2026-05-10 17:25:07+00:00,CAN,CAN,2.290000040957758,2.610000081167602,0.0,2.4699999435138817,2.46999998620256,2.560000022857982,4.511346776982595,6.071904129678875,-0.48001289893597293,3.3810249184074346,1.570299123443425,3.243679717972772,3.225818132962958,7.342352270963991,0.27999999783101726,155.73736990713002,11.46319828033445,6.640076122283936,1.0,110.999999673762,0.0,9574.42578125,9574.42578125,55.6959784547361,6.67098255157471,57.3816001569846,-0.5954000123565646,32.2762416,1.00000020569704,1893.11945438385,1906.7430973052956,151.44818276166922,-58.93639549612997,-13.642754568718368,-64.8515015,5.0,289.752746582031,31.5192909240723,41.3847885131836,-845.533020019531,100.0,68.8695132732391,0.27720000180141,0.495611332780819,0.32321815854249,-0.2647999907984078,239.705429077148,0.0,0.0,6.0,0.0,0.0,0.0,26051005.0,0.0,164.8359577910768,220.81230458293902,17.70253229141235,-6.371318950653076
2026-05-10 17:25:08+00:00,CAN,CAN,2.2800000463713057,2.559999937480622,0.0,2.5199999164461344,2.650000016824728,2.589999963928652,4.511053078848279,6.07234296933305,-0.47965251040771956,3.371318963464752,1.628089940980285,3.2431379132168603,3.225544626575382,7.455648887595224,0.32000000285724806,153.5182619363605,11.3811089515686,6.764163351058963,1.0,110.999999673762,0.0,9574.42578125,9574.42578125,55.3385307498072,6.69833507537842,57.104000778547785,-0.4794000121879261,32.2762507,1.00000020569704,1893.065047264098,1906.7067861557,93.69823113083852,-8.756899234140292,44.87079026876026,-64.8514853,5.0,290.622253417969,31.5192909240723,41.3847885131836,-846.533020019531,100.0,68.9184963703156,0.04699999943581753,-0.249827455745586,0.161973880742033,-0.1523999965782979,239.705429077148,0.0,0.0,6.0,0.0,0.0,0.0,26051005.0,0.0,163.7271394170656,220.8368044714925,17.630904865264903,-6.392960386276244
2026-05-10 17:25:09+00:00,CAN,CAN,2.270000051784854,2.559999980169302,0.0,2.5600000228579836,2.46999994351388,2.4800000234776918,4.512668632030405,6.072341902115991,-0.48073359061511517,3.3792274260612984,1.641223914506545,3.243408815594816,3.22636514573811,7.454885784710205,0.2099999983732629,154.73262858965398,11.11357898712155,6.972677078247071,1.0,110.999999673762,0.0,9574.42578125,9574.42578125,55.4419978704492,6.90027408599853,57.02119839523969,-0.49339999500400394,32.2762601,1.00000020569704,1893.046927452086,1906.6341638565077,110.73163300752636,-33.25146213173866,38.05019382853061,-64.8514687,5.0,291.409606933594,31.5192909240723,41.3847885131836,-847.533020019531,100.0,68.9224123954773,-0.07640000010186873,-0.170809744289649,0.182591006854915,-0.20699999786289328,239.705429077148,0.0,0.0,6.0,0.0,0.0,0.0,26051005.0,0.0,164.9116198946264,220.8478557175695,17.612764549255353,-6.703090438842774
