DATETIME,MARK,LATITUDE_deg,LONGITUDE_deg,TWD_deg,TWS_km_h_1
2024-06-02 19:27:32+00:00,FL1,44.64556197077036,-63.56743065454064,0.0,0.0
2024-06-02 19:27:33+00:00,FL1,44.645560428500204,-63.56742862612007,0.0,0.0
2024-06-02 19:27:34+00:00,FL1,44.64555885270238,-63.567426497116685,0.0,0.0
2024-06-02 19:27:35+00:00,FL1,44.64555643871424,-63.56742460280657,0.0,0.0
2024-06-02 19:27:36+00:00,FL1,44.64555208012463,-63.567423496395335,0.0,0.0
2024-06-02 19:27:37+00:00,FL1,44.645545961335294,-63.56742151826622,0.0,0.0
2024-06-02 19:27:38+00:00,FL1,44.64554118365047,-63.567420076578856,0.0,0.0
2024-06-02 19:27:39+00:00,FL1,44.64553575217726,-63.567419758066535,0.0,0.0
2024-06-02 19:27:40+00:00,FL1,44.64553130976854,-63.56741994246839,0.0,0.0
2024-06-02 19:27:41+00:00,FL1,44.64553073979912,-63.567420462146416,0.0,0.0
2024-06-02 19:27:42+00:00,FL1,44.64553218148648,-63.5674207303673,0.0,0.0
2024-06-02 19:27:43+00:00,FL1,44.64553558453919,-63.56742069683969,0.0,0.0
2024-06-02 19:27:44+00:00,FL1,44.64553969167174,-63.56742210499941,0.0,0.0
2024-06-02 19:27:45+00:00,FL1,44.64554353058338,-63.56742269173266,0.0,0.0
2024-06-02 19:27:46+00:00,FL1,44.64554731920363,-63.56742425076662,0.0,0.0
2024-06-02 19:27:47+00:00,FL1,44.64555112458764,-63.56742539070545,0.0,0.0
2024-06-02 19:27:48+00:00,FL1,44.64555472880602,-63.567425256595016,0.0,0.0
2024-06-02 19:27:49+00:00,FL1,44.645557880401626,-63.567425172775984,0.0,0.0
2024-06-02 19:27:50+00:00,FL1,44.645559623837485,-63.567422557622194,0.0,0.0
2024-06-02 19:27:51+00:00,FL1,44.645559992641225,-63.5674196574837,0.0,0.0
2024-06-02 19:27:52+00:00,FL1,44.64555888623002,-63.567416941747055,0.0,0.0
2024-06-02 19:27:53+00:00,FL1,44.64555818215011,-63.567413823679104,0.0,0.0
2024-06-02 19:27:54+00:00,FL1,44.64555702544748,-63.56741127558051,0.0,0.0
2024-06-02 19:27:55+00:00,FL1,44.64555746130644,-63.5674098338932,0.0,0.0
2024-06-02 19:27:56+00:00,FL1,44.64555777981879,-63.56740953214468,0.0,0.0
2024-06-02 19:27:57+00:00,FL1,44.645558986812844,-63.56740986742083,0.0,0.0
2024-06-02 19:27:58+00:00,FL1,44.64556118287147,-63.56741060502827,0.0,0.0
2024-06-02 19:27:59+00:00,FL1,44.64556426741182,-63.56741236522794,0.0,0.0
2024-06-02 19:28:00+00:00,FL1,44.645566698163734,-63.567414460703745,0.0,0.0
2024-06-02 19:28:01+00:00,FL1,44.64556840807201,-63.56741709262131,0.0,0.0
2024-06-02 19:28:02+00:00,FL1,44.64556941390039,-63.567418534308686,0.0,0.0
2024-06-02 19:28:03+00:00,FL1,44.64556966535748,-63.567419707775095,0.0,0.0
2024-06-02 19:28:04+00:00,FL1,44.6455692294985,-63.567419925704584,0.0,0.0
2024-06-02 19:28:05+00:00,FL1,44.64556959830226,-63.567419121041894,0.0,0.0
2024-06-02 19:28:06+00:00,FL1,44.6455697491765,-63.56741843372585,0.0,0.0
2024-06-02 19:28:07+00:00,FL1,44.645570570603,-63.56741767935453,0.0,0.0
2024-06-02 19:28:08+00:00,FL1,44.64557110704482,-63.567417997866855,0.0,0.0
2024-06-02 19:28:09+00:00,FL1,44.645570721477256,-63.56741684116423,0.0,0.0
2024-06-02 19:28:10+00:00,FL1,44.645570721477256,-63.5674161873758,0.0,0.0
2024-06-02 19:28:11+00:00,FL1,44.64557145908476,-63.56741586886346,0.0,0.0
2024-06-02 19:28:12+00:00,FL1,44.64557229727505,-63.56741563417016,0.0,0.0
2024-06-02 19:28:13+00:00,FL1,44.6455734036863,-63.56741598621007,0.0,0.0
2024-06-02 19:28:14+00:00,FL1,44.645574107766166,-63.56741605326535,0.0,0.0
2024-06-02 19:28:15+00:00,FL1,44.6455742251128,-63.56741630472243,0.0,0.0
2024-06-02 19:28:16+00:00,FL1,44.64557444304231,-63.56741647236048,0.0,0.0
2024-06-02 19:28:17+00:00,FL1,44.6455736719072,-63.56741710938512,0.0,0.0
2024-06-02 19:28:18+00:00,FL1,44.64557239785792,-63.56741699203847,0.0,0.0
2024-06-02 19:28:19+00:00,FL1,44.64557075500486,-63.56741737760601,0.0,0.0
2024-06-02 19:28:20+00:00,FL1,44.64556917920706,-63.56741769611837,0.0,0.0
2024-06-02 19:28:21+00:00,FL1,44.6455675153993,-63.567417163867496,0.0,0.0
2024-06-02 19:28:22+00:00,FL1,44.645565591752515,-63.567416405305266,0.0,0.0
2024-06-02 19:28:23+00:00,FL1,44.64556371420622,-63.56741494685413,0.0,0.0
2024-06-02 19:28:24+00:00,FL1,44.645562021061785,-63.567413253709674,0.0,0.0
2024-06-02 19:28:25+00:00,FL1,44.64555989205839,-63.56741109117867,0.0,0.0
2024-06-02 19:28:26+00:00,FL1,44.64555796422065,-63.56740951538086,0.0,0.0
2024-06-02 19:28:27+00:00,FL1,44.64555578492581,-63.56740896217525,0.0,0.0
2024-06-02 19:28:28+00:00,FL1,44.64555419236423,-63.5674093645066,0.0,0.0
2024-06-02 19:28:29+00:00,FL1,44.645553119480596,-63.5674105882645,0.0,0.0
2024-06-02 19:28:30+00:00,FL1,44.64555199630558,-63.56741174496708,0.0,0.0
2024-06-02 19:28:31+00:00,FL1,44.645551560446606,-63.567412147298455,0.0,0.0
2024-06-02 19:28:32+00:00,FL1,44.6455514933914,-63.56741248257458,0.0,0.0
2024-06-02 19:28:33+00:00,FL1,44.645552432164536,-63.56741271726787,0.0,0.0
2024-06-02 19:28:34+00:00,FL1,44.6455533877015,-63.567412532866,0.0,0.0
2024-06-02 19:28:35+00:00,FL1,44.64555390737952,-63.567412599921205,0.0,0.0
2024-06-02 19:28:36+00:00,FL1,44.64555464498698,-63.56741303578021,0.0,0.0
2024-06-02 19:28:37+00:00,FL1,44.64555529877542,-63.567414242774234,0.0,0.0
2024-06-02 19:28:38+00:00,FL1,44.6455571092665,-63.56741586886345,0.0,0.0
2024-06-02 19:28:39+00:00,FL1,44.64555952325465,-63.56741841696201,0.0,0.0
2024-06-02 19:28:40+00:00,FL1,44.64556233957412,-63.567421266809106,0.0,0.0
2024-06-02 19:28:41+00:00,FL1,44.645564435049906,-63.5674235969782,0.0,0.0
2024-06-02 19:28:42+00:00,FL1,44.6455665305257,-63.56742529012263,0.0,0.0
2024-06-02 19:28:43+00:00,FL1,44.64556721784176,-63.56742634624243,0.0,0.0
2024-06-02 19:28:44+00:00,FL1,44.645567536354065,-63.567426530644276,0.0,0.0
2024-06-02 19:28:45+00:00,FL1,44.645567150786526,-63.567426597699544,0.0,0.0
2024-06-02 19:28:46+00:00,FL1,44.645567117258885,-63.567426061257684,0.0,0.0
2024-06-02 19:28:47+00:00,FL1,44.645566899329395,-63.56742564216258,0.0,0.0
2024-06-02 19:28:48+00:00,FL1,44.64556602761151,-63.56742544099687,0.0,0.0
2024-06-02 19:28:49+00:00,FL1,44.64556547440586,-63.56742508895694,0.0,0.0
2024-06-02 19:28:50+00:00,FL1,44.645564937964075,-63.56742513924837,0.0,0.0
2024-06-02 19:28:51+00:00,FL1,44.6455644685775,-63.56742458604276,0.0,0.0
2024-06-02 19:28:52+00:00,FL1,44.64556287601592,-63.56742473691704,0.0,0.0
2024-06-02 19:28:53+00:00,FL1,44.64556227251889,-63.56742440164087,0.0,0.0
2024-06-02 19:28:54+00:00,FL1,44.64556037820878,-63.56742394901814,0.0,0.0
2024-06-02 19:28:55+00:00,FL1,44.645559171214714,-63.567423295229695,0.0,0.0
2024-06-02 19:28:56+00:00,FL1,44.64555737748744,-63.567422557622194,0.0,0.0
2024-06-02 19:28:57+00:00,FL1,44.64555647224188,-63.567421467974796,0.0,0.0
2024-06-02 19:28:58+00:00,FL1,44.645554812625065,-63.5674204621464,0.0,0.0
2024-06-02 19:28:59+00:00,FL1,44.645554695278406,-63.56741903722286,0.0,0.0
2024-06-02 19:29:00+00:00,FL1,44.64555447734894,-63.56741878576578,0.0,0.0
2024-06-02 19:29:01+00:00,FL1,44.645555198192596,-63.56741799786685,0.0,0.0
2024-06-02 19:29:02+00:00,FL1,44.64555585198104,-63.567418383434436,0.0,0.0
2024-06-02 19:29:03+00:00,FL1,44.645557193085544,-63.56741850078108,0.0,0.0
2024-06-02 19:29:04+00:00,FL1,44.64555746130646,-63.567418131977306,0.0,0.0
